tradspell,augmented,freq,rank
herefordshire,heréfór0dŝħìŕè,15562,0.00302
polythene,polųπħênè,15565,0.00302
abdomen,abdómén,15581,0.00302
undergraduates,undèŕgraδûâtès,15589,0.00302
yvonne,ųvonn0è,15638,0.003
synod,sųnód,15639,0.003
adulthood,ádulthōòd,15648,0.003
hype,hŷpè,15654,0.00299
nouns,nõùnś,15677,0.00298
specialise,speçïalîśè,15679,0.00298
tramway,tramwây0,15684,0.00298
fluorescent,flūòresc0ént,15698,0.00298
testify,testífŷ,15723,0.00297
sympathetically,sųmpáπħeticàll0ý,15724,0.00297
brickwork,brick0wòŕk,15744,0.00296
bicycles,bîçųclèś,15745,0.00296
stuttgart,ŝtütt0gārt,15768,0.00296
snarled,snārlèd,15795,0.00295
specialises,speçïalîśėś,15811,0.00294
terminus,tèŕminus,15814,0.00294
testator,testâtòŕ,15816,0.00294
myriad,mųrïád,15819,0.00294
favouring,fâvòùŕiñg0,15833,0.00294
rarity,rãrítý,15840,0.00294
bollocks,boll0óck0s,15844,0.00294
windsurfing,windsùŕfiñg0,15849,0.00293
skilfully,skilfull0ý,15856,0.00293
yoghurt,yogħúr0t,15857,0.00293
chauffeur,chauff0eur!ŝôfŕ,15863,0.00293
archdeacon,ārĉħdêàcón,15883,0.00292
bedfordshire,bedfór0dŝħìŕè,15884,0.00292
modernization,modèŕnîzâţìòn,15896,0.00292
ploughing,plõùg0ħiñ򓮻0,15902,0.00291
acrylic,ácrųlic,15905,0.00291
dylan,dųlán,15909,0.00291
irwin,ìŕwin,15911,0.00291
mysteriously,mųstėrïòúslý,15913,0.00291
hysteria,hųsterïá,15961,0.0029
syndicate,sųndicátè,15986,0.0029
trifle,trîflè,15998,0.00289
gypsies,ĝųpsïèś,16006,0.00289
kazakhstan,kāzākħstān,16017,0.00289
motorcycle,môtòŕçŷclè,16019,0.00289
physicists,þħųśiçists,16028,0.00288
entrepreneur,entrepreneur!ontréprénèùŕ,16030,0.00288
mammalian,mámm0âlĩán,16052,0.00288
lithuanian,liπħûânĩán,16066,0.00287
skye,skŷè,16077,0.00287
disparate,dispárátè,16079,0.00287
orc,orc,16080,0.00287
randomised,randómîśèd,16087,0.00287
antislavery,antïslâvérý,16093,0.00286
scrolled,scrôll0èd,16097,0.00286
stifled,stîflèd,16100,0.00286
rendezvous,rendezvous!rondâvö,16106,0.00286
dyke,dŷkè,16115,0.00286
psychologically,p0sŷcħóloĝicàll0ý,16119,0.00286
catchment,catĉħmént,16153,0.00285
naples,nâplèś,16155,0.00285
viewpoints,vĭëwpŏìnts,16162,0.00285
irritably,irr0itáblý,16173,0.00284
tyranny,tųránn0ý,16175,0.00284
ached,âcħèd,16178,0.00284
chapels,ĉħapélś,16179,0.00284
stereotype,sterêôtŷpè,16183,0.00284
lima,lïmá,16186,0.00284
singularity,siñgûlaritý,16193,0.00284
sylvie,sųlvïè,16198,0.00283
separates,sepárâtès,16203,0.00283
tamil,tamil,16234,0.00282
lyric,lųric,16238,0.00282
sixpence,sixpençè,16242,0.00282
cyclic,çŷclic,16243,0.00282
summerchild,summ0èŕĉħîld,16248,0.00282
toughest,toughest!tufíst,16269,0.00281
rationalisation,raţíónalîśâţìòn,16272,0.00281
tyson,tŷsón,16293,0.0028
grampian,grampian,16312,0.0028
stephens,steþħénś,16336,0.00279
enrolment,enrôlmént,16346,0.00279
publicised,publíçîśèd,16348,0.00279
fervour,fèŕvòùŕ,16361,0.00279
foreigner,foreíg0nèŕ,16363,0.00279
goldsmiths,gôldsmiπħs,16371,0.00279
donegal,donêgål,16373,0.00279
schema,schêmá,16392,0.00278
whereupon,wħeŕèupon,16400,0.00278
egyptians,ėĝųpţiánś,16406,0.00278
flavours,flâvòùŕś,16408,0.00278
bloomsbury,blöòmsbúry,16423,0.00277
chiswick,ĉħiśw0íck0,16433,0.00277
anonymity,anónųmítý,16434,0.00277
cricketer,crick0étèŕ,16442,0.00277
gaol,ĝâól,16448,0.00277
khrushchev,kħrüsħĉħev,16451,0.00277
skyline,skŷlînè,16460,0.00276
elland,ell0ánd,16461,0.00276
nationalised,naţìònálîśèd,16485,0.00275
koi,kõì,16493,0.00275
cynicism,çųniçiśm,16498,0.00275
poignant,poignant!põnyant,16509,0.00275
mortgagee,mørt0gaĝêè,16512,0.00275
grimsby,grimśbý,16514,0.00275
nationalisation,naţìònalîśâţìòn,16519,0.00275
dependants,dependánts,16538,0.00274
mercia,mèŕçïa,16567,0.00273
outcry,õùtcrŷ,16568,0.00273
spurious,spûrïòus,16588,0.00273
eastbourne,êàstbøùrnè,16601,0.00273
generalization,ĝenèrálizâţìòn,16612,0.00272
pineapple,pînèapp0lè,16623,0.00272
idiosyncratic,idïôsųncratic,16641,0.00271
industrialised,industrïalîśèd,16671,0.00271
footballers,fōòtbåll0er01ś,16678,0.0027
characterise,cħaráctérîśè,16706,0.00269
psychoanalytic,p0sŷcħôanálųtic,16718,0.00269
circled,çìŕclèd,16738,0.00269
summarise,summ0árîśè,16741,0.00269
perm,pèŕm,16742,0.00268
headland,heàdlánd,16745,0.00268
oesophagitis,óèsoþħágîtis,16755,0.00268
abberley,abb0èŕlèý,16756,0.00268
rottweiler,rott0weiler!rott0vîlŕ,16795,0.00267
physicist,þħųśiçist,16796,0.00267
cricketers,crick0étèŕś,16803,0.00267
pathogenesis,paπħógenésis,16817,0.00266
shuffle,ŝħuff0lè,16821,0.00266
storeys,størêy0ś,16832,0.00266
puzzles,puzz0lèś,16834,0.00266
tyler,tŷlèŕ,16852,0.00265
progresses,prôgress0ėś,16868,0.00265
authorisation,åùπħórîśâţìòn,16871,0.00265
northwards,nørπħwàŕdś,16876,0.00265
glastonbury,glastónbùrý,16878,0.00265
lymphocytes,lųmþħóçŷtès,16886,0.00264
hydraulic,hŷdråùlic,16887,0.00264
catalytic,catálųtic,16888,0.00264
instalment,instålment,16916,0.00264
syphilis,sųþħílis,16941,0.00263
labours,lâbòùŕś,16943,0.00263
breweries,brëwérïèś,16985,0.00262
specialisation,speçïálîśâţìòn,17032,0.00261
nipples,nipp0lèś,17041,0.0026
chub,ĉħub,17058,0.0026
directs,dîrects,17066,0.0026
hereby,hėŕèbŷ,17068,0.0026
batsmen,batsmen,17073,0.0026
mentor,mentør0,17094,0.00259
fascists,faŝc01sts,17098,0.00259
aunty,āùntý,17138,0.00258
generalised,genérálîśèd,17139,0.00258
crystalline,crųstáll0înè,17147,0.00258
physiotherapist,þħųśïôπħerapist,17154,0.00258
indie,indìê,17161,0.00257
chaplin,ĉħaplin,17172,0.00257
jacqueline,jacqùélínè,17180,0.00257
eyeing,èŷèiñg0,17215,0.00256
anthropologist,anπħrópolóĝist,17217,0.00256
homosexuals,hômôsexûalś,17222,0.00256
motorways,môtór0wây0ś,17235,0.00255
evasion,ėvâŝìón,17253,0.00255
sylvester,sųlvestèŕ,17258,0.00255
odours,ôdòùŕś,17283,0.00254
wholemeal,w0hôlèmêàl,17287,0.00254
footpaths,fōòtpaths,17299,0.00254
finalised,fînálîśèd,17308,0.00254
kremlin,kremlin,17310,0.00254
localised,lôcálîśèd,17313,0.00254
bundesbank,būndésbañk,17315,0.00254
templeton,templètòn,17319,0.00254
symposium,sųmpôśïum,17321,0.00254
polyps,polųps,17323,0.00254
styled,stŷlèd,17329,0.00253
sewn,sewn!sôn,17342,0.00253
offside,off0sîdè,17347,0.00253
unisys,ûnisųs,17358,0.00253
verify,verífŷ,17364,0.00253
jacqui,jacqùï,17371,0.00252
hypnosis,hųpnôsís,17386,0.00252
realises,rêálîśėś,17397,0.00252
parapet,parápét,17432,0.00251
ripple,ripp0lè,17449,0.00251
sympathies,sųmpáπħïèś,17455,0.0025
crossly,cross0lý,17456,0.0025
replying,rėplŷiñg0,17469,0.0025
tenuous,tenûòús,17501,0.00249
analytic,análųtic,17513,0.00249
waistcoat,wâìstcôàt,17520,0.00249
syrup,sųrúp,17525,0.00249
idyllic,îdųll0ic,17537,0.00249
glynn,glųnn0,17538,0.00249
kilometre,kilométŕè,17583,0.00247
drizzle,drizz0lè,17588,0.00247
fondant,fondánt,17590,0.00247
cheryl,ćħerųl,17594,0.00247
wittgenstein,witt0génstèîn,17596,0.00247
knitters,knitt0èŕś,17613,0.00247
cocked,cock0èð,17623,0.00247
justifying,justífŷiñg0,17624,0.00247
flavoured,flâvòùŕèd,17629,0.00246
eastwards,êàstwàŕdś,17631,0.00246
battersea,batt0èŕsêà,17648,0.00246
advisor,ádvîśòŕ,17649,0.00246
postulated,postûlâtéd,17651,0.00246
lyon,lýón,17656,0.00246
antibiotic,antîbîotic,17662,0.00246
dialled,dîáll0éd,17664,0.00246
enquiring,enqυîriñg0,17676,0.00245
ruffled,ruff0lèd,17707,0.00245
lyn,lųn,17711,0.00245
positivist,pośitivist,17728,0.00244
highbury,hîg0ħbúrý,17732,0.00244
buckle,buck0lè,17741,0.00244
aggregation,agg0régâţìòn,17750,0.00244
martyn,mārtųn,17751,0.00244
tits,tits,17760,0.00244
northumbria,nørπħumbrïá,17761,0.00244
curfew,curfew!cŕfyö,17770,0.00243
matrices,mâtriçêś,17776,0.00243
gritted,gritt0ėd,17779,0.00243
householders,hõùsèhôldèŕś,17780,0.00243
aeroplanes,àerôplânèś,17785,0.00243
whistled,wħistlèd,17787,0.00243
panelled,panéll0èd,17791,0.00243
otley,otlèý,17794,0.00243
headteacher,heàdtêàĉħèŕ,17801,0.00243
cystic,çųstic,17847,0.00242
psyche,p0sŷcħê,17855,0.00242
extremists,ėxtrêmists,17871,0.00242
leningrad,leningrad,17878,0.00242
parenthood,pãrénthōòd,17891,0.00241
lymphoma,lųmþħômá,17896,0.00241
phyllis,þħųll0is,17910,0.00241
prudential,prüdenťìál,17922,0.0024
lifestyles,lîfèstŷlèś,17946,0.0024
patronising,pâtrónîśiñg0,17948,0.0024
filename,fîlènâmè,17953,0.0024
ripon,ripón,17974,0.00239
notional,nôţíónál,17976,0.00239
meyer,mèŷèŕ,17977,0.00239
gough,gough!gof,17987,0.00239
artefact,ārtéfact,18002,0.00239
tinned,tinn0èd,18003,0.00239
constantinople,constantínôplè,18011,0.00239
leavers,lêàvèŕś,18013,0.00239
spying,spŷiñg0,18017,0.00238
witney,witnèý,18039,0.00238
expenditures,ėxpendíťùŕèś,18061,0.00237
characterisation,cħaráctérîśâţìòn,18068,0.00237
myocardial,mŷócārdïál,18069,0.00237
mythical,mųπħícál,18074,0.00237
unwell,unwell0,18084,0.00237
wycombe,wųcőmb0è,18088,0.00237
deutsche,deutsche!dŏĉé,18091,0.00237
antoinette,antoinett0e!antwánet,18098,0.00237
laboured,lâbòùŕèd,18139,0.00236
mervyn,mèŕvųn,18146,0.00236
sparcstation,sparcstâţìòn,18148,0.00236
caddie,cadd0ìê,18165,0.00235
tentacles,tentáclèś,18168,0.00235
rebellious,rébell0ĩòús,18175,0.00235
harwich,hārwiĉħ,18196,0.00234
pyrenees,pųrénêèś,18197,0.00234
flynn,flųnn0,18208,0.00234
contras,cøntráś,18210,0.00234
rectify,rectífŷ,18215,0.00234
cotswold,cotswôld,18228,0.00234
patterning,patt0èŕniñg0,18236,0.00234
functionalist,funcţíónalist,18246,0.00233
erroneous,err0ônêóus,18251,0.00233
didcot,didcot,18264,0.00233
foetus,fòêtus,18273,0.00233
algorithms,algóriτħmś,18281,0.00232
smyth,smŷτħ,18292,0.00232
herbal,hèŕbál,18298,0.00232
multiplying,multíplŷiñg0,18299,0.00232
modulus,modûlus,18306,0.00232
cyclist,çŷclist,18308,0.00232
criticising,critiçîśiñg0,18326,0.00231
liberalization,libèrálizâţìòn,18333,0.00231
nowt,nõwt,18355,0.00231
spitfire,spitfîŕè,18360,0.0023
jinny,jinn0ý,18394,0.0023
disarray,disàŕrây0,18403,0.0023
versailles,vèŕsàîl0l0ès0,18421,0.00229
eyesight,èŷèsîg0ħt,18427,0.00229
harbours,hārbòùŕś,18430,0.00229
toppled,topp0led!topúld,18438,0.00229
ici,ïçï,18444,0.00229
priesthood,prïèsthōòd,18460,0.00228
fundholding,fundhôldiñg0,18463,0.00228
burgh,bùŕg0ħ,18486,0.00228
spirituality,spiriťüalítý,18495,0.00227
littlewoods,litt0lèwōòdz,18498,0.00227
mountaineering,mõùntáìnêériñg0,18509,0.00227
mayhew,mây0hëw,18511,0.00227
capt,capt,18520,0.00227
vitro,vïtrô,18527,0.00227
involuntarily,involúntãrílý,18532,0.00227
rainforests,râìnforésts,18538,0.00227
doubtfully,dõùb0tfull0ý,18541,0.00227
utilise,ûtílîśè,18548,0.00227
abduction,ábducţìòn,18581,0.00226
ewes,ewes!yöz,18593,0.00226
claudel,clåùdel,18612,0.00226
referenced,refèrénçèð,18620,0.00225
syllabuses,sųll0ábúsėś,18622,0.00225
wandsworth,wandśwòŕπħ,18625,0.00225
dyed,dŷèd,18627,0.00225
sumptuous,sumpťüòus,18639,0.00225
rhymes,rħŷmèś,18656,0.00224
crags,cragś,18667,0.00224
woosnam,wöòsnam,18669,0.00224
racecourse,râçècøùr0sè,18680,0.00224
interrupting,intérr0uptiñg0,18682,0.00224
anglesey,anglesey!añgúlèsèý,18691,0.00224
lisburn,liśbùŕn,18695,0.00224
intensify,intensífŷ,18702,0.00223
uncles,uñclèś,18720,0.00223
mystic,mųstic,18745,0.00223
chuckle,ĉħuck0lè,18746,0.00223
accentuated,acçenťûâtéd,18779,0.00222
assays,ass0ây0ś,18784,0.00222
cyclosporin,çŷclôsporin,18785,0.00222
feargal,fèàŕgál,18802,0.00222
superego,süpér0êgô,18823,0.00221
geographers,ĝêográþħèŕś,18830,0.00221
pinnacle,pinn0áclè,18846,0.00221
claret,clarét,18852,0.00221
interviewers,intèŕvĭëwèŕś,18860,0.0022
wye,wŷè,18865,0.0022
lynda,lųndá,18867,0.0022
euston,èûston,18879,0.0022
motherwell,mőτħér0well0,18882,0.0022
enthalpy,enπħálpý,18886,0.0022
reflectance,réflectánçè,18890,0.0022
cynthia,çųnπħïá,18905,0.0022
millimetres,mill0ímêtŕèś,18921,0.00219
latterly,latt0èŕlý,18931,0.00219
psychiatry,p0sŷcħîátrý,18949,0.00219
nappies,napp0ìêś,18959,0.00219
nationalization,naţìònálízâţìòn,18996,0.00218
roche,rôćħè,18997,0.00218
luxuries,luxûrìêś,19005,0.00218
approx,ápp0rox,19010,0.00218
structuralist,strucťùralist,19012,0.00218
bureaucracies,bureaucracies!bûrocráçêz,19029,0.00217
phonemes,þħônêmèś,19041,0.00217
isambard,iśámbārd,19044,0.00217
translator,tranślâtòŕ,19061,0.00217
rentokil,rentókil,19062,0.00217
asymmetry,âsųmm0étrý,19093,0.00216
wriggled,w0rigg0led,19119,0.00215
charing,ĉħariñg0,19123,0.00215
woodward,wōòdwård,19153,0.00215
dostoevsky,døstσevský,19155,0.00215
sideboard,sîdèbøàr0d,19158,0.00215
helpline,helplînè,19169,0.00215
liberalisation,libèrálîśâţìòn,19187,0.00214
existential,existenţìál,19197,0.00214
beckenham,beck0énhám,19208,0.00214
nape,nâpè,19219,0.00214
glyn,glųn,19249,0.00213
orthopaedic,ørπħópàêdic,19250,0.00213
huskily,huskílý,19254,0.00213
maman,maman,19257,0.00213
tackles,tack0lèś,19264,0.00213
interruptions,intérr0upţìònś,19272,0.00213
homoeopathic,hômòêópaπħic,19276,0.00213
retires,rėtîŕèś,19279,0.00213
sinead,ŝinĕàd,19291,0.00212
savour,sâvòùŕ,19295,0.00212
timescale,tîmèscâlè,19308,0.00212
rigour,rigòùŕ,19314,0.00212
appellants,app0ell0ánts,19315,0.00212
humid,hûmid,19318,0.00212
entourage,entourage!ontōùrāĝè,19335,0.00212
deceit,dėçêìt,19349,0.00211
lithosphere,liπħôsþħêŕè,19354,0.00211
shoal,ŝħôàl,19355,0.00211
huntingdon,huntiñg0dón,19374,0.00211
physiotherapy,þħųśïôπħerapý,19377,0.00211
sew,sew!sô,19380,0.00211
actuarial,acťûárïál,19397,0.00211
strat,strat,19404,0.0021
leaped,lêàpèð,19405,0.0021
radiotherapy,râdïôπħerapý,19407,0.0021
paralysis,páralųsís,19409,0.0021
flanker,flankèŕ,19414,0.0021
buenos,bυĕnos,19422,0.0021
conjecture,cónjecťùŕè,19423,0.0021
reviewer,révĭëwèŕ,19449,0.0021
authorise,åùπħórîśè,19464,0.00209
moray,mørây0,19466,0.00209
panelling,panéll0iñg0,19474,0.00209
blimey,blîmèý,19496,0.00209
mobilization,môbílízâţìòn,19507,0.00209
paler,pâlèŕ,19544,0.00208
synonyms,sųnónųmś,19546,0.00208
forsyth,førsŷπħ,19570,0.00208
bryce,brŷçè,19572,0.00208
epistemological,epistemóloĝical,19574,0.00208
absently,absentlý,19575,0.00208
baton,baton,19582,0.00207
wally,wåll0ý,19587,0.00207
hewlett,hëwlett0,19591,0.00207
decentralisation,dêçentrálîśâţìòn,19595,0.00207
tensor,tensóŕ,19606,0.00207
alzheimer,alzhèîmèŕ,19622,0.00207
whiskies,wħiskìêś,19626,0.00207
negotiator,nėgôţïâtòŕ,19643,0.00206
breeches,brêèĉħėś,19651,0.00206
plethora,pleπħóra,19652,0.00206
homoeopathy,hômòêopaπħý,19671,0.00206
smouldering,smôùldériñg0,19678,0.00206
armoury,ārmòúry,19695,0.00205
carbohydrates,cārbôhŷdrâtès,19706,0.00205
blyth,blŷπħ,19708,0.00205
myra,mųrá,19712,0.00205
yarmouth,yārmòúπħ,19734,0.00205
whelan,wħêlán,19740,0.00205
meryl,merųl,19746,0.00205
gruelling,grüéll0iñg0,19783,0.00204
funchal,funĉħal,19787,0.00204
addict,add0ict,19837,0.00203
unifying,ûnífŷiñg0,19849,0.00203
mineralisation,minèrálîśâţìòn,19874,0.00202
weimar,weimar!vîmār,19876,0.00202
sensuous,senŝüòús,19886,0.00202
psychotic,p0sŷcħotic,19887,0.00202
wastage,wastáĝè,19898,0.00202
detour,dêtōùŕ,19899,0.00202
encore,encore!oncør,19908,0.00201
utilisation,ûtílîśâţìòn,19917,0.00201
creased,crêàsèd,19920,0.00201
tennyson,tenn0ųsón,19929,0.00201
tidying,tîdýiñg0,19962,0.00201
welshman,welŝħman,19972,0.002
bentham,benπħám,19976,0.002
dungannon,dungann0ón,19989,0.002
tyrone,tŷrônès,20040,0.00199
the,τħé,1,61.87925
of,of!uv,2,29.41786
and,and,3,26.82874
to,tö,4,25.60344
a,a,5,21.26543
in,in,6,18.8329
that,τħat,7,11.15377
it,it,8,10.89558
is,iś,9,9.98857
i,î,11,8.93674
for,før#,12,8.51722
on,on,13,7.24195
you,yöù,14,6.95595
he,hê,15,6.81374
be,bê,16,6.64778
with,wiτħ,17,6.5205
as,aś,18,5.17783
at,at,20,4.78177
have,havè,21,4.73691
are,ārè,22,4.70949
this,τħis,23,4.63235
not,not,24,4.62776
but,but,25,4.56071
had,had,26,4.45396
his,hiś,27,4.33594
they,τħey,28,4.33475
from,fróm,29,4.13532
she,ŝħê,30,3.80284
which,wħiĉħ,31,3.72031
or,ør#,32,3.70855
we,wê,33,3.58792
an,an,34,3.44045
there,τħeŕè,35,3.27967
her,hèŕ,36,3.27009
were,wèŕè,37,3.22824
do,dö,38,2.80694
been,bėèn,39,2.68723
all,åll0,40,2.62447
their,τħeìŕ,41,2.60919
has,haś,42,2.59443
would,wōùl0d,43,2.55198
will,will0,44,2.54563
what,wħát,45,2.49481
if,if,46,2.37101
can,can,47,2.36314
when,wħen,48,2.14277
so,sô,49,2.11655
no,nô,50,2.09941
said,sãìd,51,2.09534
who,w0hö,52,2.06627
more,mør#è,53,2.01864
about,ábõùt,54,1.97115
up,up,55,1.85107
them,τħem,56,1.73414
some,sőmè,57,1.71368
could,cōùl0d,58,1.68387
him,him,59,1.65014
into,intö,60,1.63469
its,its,61,1.63105
then,τħen,62,1.60823
out,õùt,63,1.55349
time,tîmè,64,1.54973
like,lîkè,65,1.53846
only,ônlý,66,1.52903
did,did,68,1.43428
other,őτħèŕ,69,1.42134
me,mê,70,1.39025
your,yøùŕ,71,1.38334
now,nõw0,72,1.37812
over,ôvèŕ,73,1.32276
just,just,74,1.29547
may,mây0,75,1.28513
these,τħêśè,76,1.25442
new,nëw0,77,1.25206
also,ålsô,78,1.24884
people,pêòplè,79,1.24156
any,ãný,80,1.24108
know,k0nôw0,81,1.23272
very,verý,82,1.23081
see,sêè,83,1.18772
first,fìŕst,84,1.18699
well,well0,85,1.17457
after,aftèŕ,86,1.17138
should,ŝħōùl0d,87,1.11236
than,τħan,88,1.08835
where,wħeŕè,89,1.08615
back,back0,90,1.02325
how,hõw0,91,1.01508
get,get,92,0.99505
most,môst,93,0.98758
way,wây0,94,0.96279
down,dõw0n,95,0.96019
our,õùŕ,96,0.95001
made,mâdè,97,0.94386
got,got,98,0.93195
much,muĉħ,99,0.92142
think,πħiñk,100,0.91851
work,wòŕk,101,0.91352
between,bėtwêèn,102,0.90664
go,gô,103,0.9054
years,yėàŕś,104,0.90224
er,èŕ,105,0.90078
many,mãný,106,0.89659
ve,vè,107,0.89353
being,bêiñg0,108,0.89065
those,τħôśè,109,0.88862
before,bėfør#è,110,0.88275
right,rîg0ħt,111,0.87631
because,bėcåùśè,112,0.85183
re,rê,113,0.84778
through,πħröùg0ħ,114,0.84076
yeah,yeàħ,115,0.83382
good,gōòd,116,0.80795
make,mâkè,117,0.79479
such,suĉħ,118,0.75524
still,still0,119,0.74771
year,yėàŕ,120,0.73773
must,must,121,0.72571
even,êvén,123,0.72074
take,tâkè,124,0.71735
own,ôw0n,125,0.71142
too,töò,126,0.70164
off,o#ff0,127,0.70163
here,hėŕè,128,0.69947
come,cőmè,129,0.69524
both,bôπħ,130,0.68806
does,dőèś,131,0.68737
say,sây0,132,0.68529
oh,ôħ,133,0.68435
used,ûśèd,134,0.6697
going,gôiñg0,135,0.66413
use,ûśè--HETERONYM--ûsè,136,0.62932
us,us,137,0.62415
day,dây0,139,0.62251
man,man,140,0.62098
might,mîg0ħt,141,0.6181
same,sâmè,142,0.61409
under,undèŕ,143,0.61032
yes,yes,144,0.60612
however,hõw0evèŕ,145,0.60498
put,pūt,146,0.59633
world,wòŕld,147,0.59031
another,ánóτħèŕ,148,0.58188
thought,πħøùg0ħt,150,0.56876
while,wħîlè,151,0.56637
life,lîfè,152,0.56624
again,ágãìn,153,0.56229
against,ágãìnst,154,0.56208
never,nevèŕ,155,0.55899
need,nêèd,156,0.55788
old,ôld,157,0.54607
look,lōòk,158,0.54362
home,hômè,159,0.52458
something,sőmèπħiñg0,160,0.52452
long,lo#ñg0,161,0.51474
house,hõùsè--HETERONYM--hõùśè,162,0.50925
each,êàĉħ,164,0.50797
part,pārt,165,0.50465
since,sinçè,166,0.50219
end,end,167,0.49649
number,numbèŕ,168,0.49377
found,fõùnd,169,0.48923
place,plâçè,170,0.48649
different,diff0èrént0,171,0.48373
went,went,172,0.48338
little,litt0lè,173,0.48101
really,rêall0ý,174,0.48086
came,câmè,175,0.47171
left,left,176,0.47087
children,ĉħildrén,177,0.46604
local,lôcál,178,0.46363
within,wiτħin,179,0.46274
always,ålwây0ś,180,0.46228
without,wiτħõùt,181,0.4618
around,árõùnd,183,0.45286
great,grèât,184,0.45215
give,givè,185,0.45111
set,set,186,0.45035
small,småll0,188,0.44451
mean,mêàn,189,0.44093
although,ålτħôùg0ħ,191,0.43635
case,câsè,192,0.43276
next,next,193,0.43139
things,πħiñg0ś,194,0.42426
find,fînd,195,0.42301
social,sôćiál,196,0.42259
given,givén,197,0.41864
group,gröùp,198,0.41546
second,secónd,199,0.41453
quite,qυîtè,200,0.41169
until,until,201,0.40784
party,pārtý,202,0.40306
point,pσìnt,203,0.40273
every,evèrý,204,0.40137
company,cőmpáný,205,0.40118
says,sãy0ś,208,0.39773
later,lâtèŕ,209,0.39496
important,impør#tánt,210,0.39265
took,tōòk,211,0.39159
state,stâtè,212,0.39112
high,hîg0ħ,213,0.38925
men,men,214,0.38887
away,áwây0,215,0.38747
information,infòŕmâţìòn,216,0.38659
public,public,217,0.38003
